id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8019443,Room at 3min of European Parliament,23478858,Claire,,Ixelles,50.83663915407807,4.370984298000162,Private room,17,1,94,2017-04-27,4.53,2,53
8960603,Apartment near everything,21294641,Jérôme,,Ixelles,50.82754102221986,4.358262774234596,Private room,40,1,54,2017-05-07,2.86,1,86
14999086,Cosy flat in the heart of brussels,16102212,Céline,,Ixelles,50.835337547519444,4.368464012716963,Entire home/apt,50,2,11,2017-04-30,1.45,1,223
13950554,Bedroom in a Bruxelle's house,83038572,Anaïs,,Ixelles,50.831685663578696,4.374505153400655,Private room,20,7,0,,,1,0
16686683,"Amazing flate, E.U. corner",5415559,Yoan,,Ixelles,50.836187937654174,4.373791295216262,Entire home/apt,100,2,3,2017-04-02,0.80,2,338
7560862,Charmant flat aux Étangs d'Ixelles,5694770,Antoine,,Ixelles,50.82539036192934,4.37545671819516,Entire home/apt,58,100,17,2017-04-24,0.83,2,288
14147241,Large sunny room in spacious appart,84761014,Bianca,,Ixelles,50.80309489285888,4.392816506777511,Private room,39,1,35,2017-04-24,4.05,1,71
18406010,Nice room in a big house,81631011,Angelique,,Ixelles,50.81371113309666,4.387707969028856,Private room,40,5,0,,,1,315
17243888,"Large furnished, beautiful one bedroom apartment!",24693047,Pierre-Gilles,,Ixelles,50.83662187739278,4.369330657664364,Entire home/apt,90,3,4,2017-05-01,3.00,3,128
1581066,Brand-new penthouse - Ixelles Ponds,8408968,Caroline,,Ixelles,50.8252221670388,4.3705832221374905,Entire home/apt,90,1,14,2015-10-29,0.38,1,128
2095796,Beautiful apartment Place Brugmann,10691672,Katarina,,Ixelles,50.81906461976972,4.35270352749881,Entire home/apt,130,4,1,2015-12-28,0.06,1,0
17784908,4-Zimmer mit Sonnenterrasse Nähe Flagey und EU,24270282,Sarah,,Ixelles,50.82875671479095,4.374239124263883,Entire home/apt,89,2,0,,,2,251
18554965,Design Studio of 20m2 - Huge terrace,19293722,Dorothée Et Pauline,,Ixelles,50.81321640186545,4.386355007540458,Entire home/apt,45,4,0,,,14,83
2085971,Cosy private 2 pax bed & bathroom,1721995,Antoine,,Ixelles,50.825363864539774,4.359842966551846,Private room,49,3,3,2015-10-06,0.07,2,233
417906,Lovely Penthouse in Le Châtelain,2077688,Boudewijn     (Baldwin) & Violaine,,Ixelles,50.82024668167768,4.361516547710446,Entire home/apt,60,5,15,2016-12-28,0.25,1,128
6381751,Private room next to EU Parliament,33265773,Nina,,Ixelles,50.83623113080949,4.371271935605727,Private room,45,2,47,2017-04-22,2.04,1,170
5791968,Private studio European District,9067632,Stephane,,Ixelles,50.83281483046635,4.379382250642448,Entire home/apt,34,2,47,2017-04-29,1.87,2,282
18178308,Angel Luxury Suite,4249184,Anthony,,Ixelles,50.81467870225718,4.386787429213829,Entire home/apt,150,1,0,,,1,63
11376949,Jolie chambre au coeur du Châtelain,23449902,Fanny,,Ixelles,50.82430834912772,4.358756057249486,Private room,35,1,2,2016-03-16,0.14,1,0
3285304,Grand chambre dans belle maison,15131756,Isaac,,Ixelles,50.83580426699693,4.367904381668039,Private room,30,10,1,2014-08-02,0.03,1,0
4717282,Private room close to city center,17806660,Pnr,,Ixelles,50.82107040290756,4.39125346382298,Private room,39,1,11,2017-04-16,0.37,2,365
7398809,Loft design & central,21552195,Thomas,,Ixelles,50.8361172512218,4.364116155104076,Entire home/apt,99,1,29,2017-04-16,1.33,1,109
5333406,Appartement 2 pièces type loft,10758261,Christophe,,Ixelles,50.83328550714753,4.369420186292189,Entire home/apt,45,5,12,2017-04-15,0.47,1,7
8757730,studio meublé dans maison a Ixelles,24444714,Cedric,,Ixelles,50.833981569284546,4.374725096397941,Entire home/apt,65,3,1,2016-11-18,0.17,24,365
12141990,Bel appartement à Flagey,6851159,Sarah,,Ixelles,50.83025779849225,4.379213799456193,Entire home/apt,59,6,2,2017-02-05,0.20,1,60
17914621,120m2 - outstanding apartment in Brussels,4958161,Christian,,Ixelles,50.83199251603745,4.360918540750337,Entire home/apt,150,1,1,2017-04-23,1,1,338
2180543,Chambre charmante et cosy !,11120273,Laura,,Ixelles,50.82016602896939,4.379410521624949,Private room,40,2,24,2017-01-22,0.61,2,312
12575424,Chambre chez l'habitant - Flagey,5261482,Fanny,,Ixelles,50.82844732277797,4.372143213009694,Private room,25,2,0,,,1,364
8282817,Charmant appartement sur Ixelles,43673571,Edona,,Ixelles,50.83470897939456,4.367301815066058,Private room,51,1,1,2015-09-26,0.05,1,0
1385171,Appartement in Ixelles,7495983,Elena,,Ixelles,50.83095880563481,4.36914645714243,Entire home/apt,70,2,4,2017-04-27,0.21,1,3
4891383,Cosy flat in the ❤ of european District and Flagey,25166993,Hassine,,Ixelles,50.83247417401018,4.375489625918715,Entire home/apt,42,1,14,2017-04-27,3.26,1,218
7101088,Beautiful spacious apartment center,24946058,S,,Ixelles,50.83654250947913,4.366142676521698,Entire home/apt,50,1,2,2015-07-23,0.09,1,0
5759783,Appart calme au coeur d'Ixelles,15273748,Catherine,,Ixelles,50.829228284584815,4.368081250457997,Entire home/apt,100,1,18,2017-03-24,0.72,1,253
5487411,Small room in a piano workshop,5632655,Eric,,Ixelles,50.81632647709607,4.3916682267606735,Private room,25,1,105,2017-05-04,4.00,4,362
13394832,APPARTEMENT BRUXELLES étage 2,17314290,Jeannette,,Ixelles,50.83700139001684,4.366418071462145,Entire home/apt,60,3,6,2017-04-29,0.55,3,359
16081821,"Ixelles, bel appartement 1 chambre refait à neuf",45149445,Charlotte,,Ixelles,50.83676162193955,4.359235872549972,Entire home/apt,50,2,10,2017-03-09,1.83,1,258
15475628,Studio tout neuf  au coeur de Bruxelles,44097436,Charlotte,,Ixelles,50.836826135459084,4.360528930894562,Entire home/apt,65,2,20,2017-05-07,3.37,1,352
16753646,Typical  20th century apartment with small garden.,111161795,Baptiste,,Ixelles,50.829084845201365,4.376337368589692,Entire home/apt,135,2,4,2017-04-17,1.67,1,33
13444082,Luminous and nice flat - center,58147603,Andréa,,Ixelles,50.82849241227347,4.358069055384469,Entire home/apt,45,2,10,2017-04-30,1.03,1,5
17196017,Central & Cosy one bedroom flat.  Welcome!,24693047,Pierre-Gilles,,Ixelles,50.83890436673001,4.3680440382052135,Entire home/apt,85,2,0,,,3,125
15672375,Magnificent Apartment in the heart of Chatelain,32921898,BedinBrussels,,Ixelles,50.82192918589736,4.365201410316684,Entire home/apt,85,2,5,2017-04-27,1.00,1,13
10806339,"Bright, cosy, private, double room",13073793,Eileen,,Ixelles,50.83087282249087,4.363038634912601,Private room,35,1,47,2017-04-27,3.53,1,36
16933994,Lovely flat in chic and lively Ixelles place,113157458,Johanna,,Ixelles,50.83094895220866,4.368166890335363,Entire home/apt,50,1,11,2017-04-28,3.71,1,26
7447678,Superbe chambre à Flagey,22187803,Jean-Philippe,,Ixelles,50.830550272164416,4.374505557127906,Private room,30,12,3,2017-04-09,0.14,1,77
6350058,Beau appartement/Flat to rent/190,33082083,Oleg,,Ixelles,50.82749188247617,4.366789048341818,Entire home/apt,220,1,0,,,1,0
18031941,Appartement logé au coeur du quartier Châtelain,124028009,Renaud,,Ixelles,50.82549126756822,4.359638007830577,Entire home/apt,57,1,3,2017-04-24,2.50,1,146
11527589,Central Foodie & Bookworm Haven,18699275,Mitchell,,Ixelles,50.83656242909177,4.370058561371652,Entire home/apt,118,2,0,,,1,0
1874853,"in Flagey! Incredible View, 2bdroom",9767138,Bora,,Ixelles,50.821330071220316,4.374133491718259,Entire home/apt,190,2,17,2017-04-30,0.59,1,362
16557615,Studio près de Flagey et de l'ULB,63701669,Verònica,,Ixelles,50.82260621691709,4.382695072852462,Entire home/apt,40,1,1,2017-05-01,1,2,0
16393835,Very Cosy completely furnished apartment 238/3,107391650,Christina,,Ixelles,50.82950419920849,4.373486705941364,Entire home/apt,24,5,1,2017-01-31,0.30,1,181
15946173,Pretty & Cosy apartment,102877358,Cédric,,Ixelles,50.81517612663045,4.369268411426695,Entire home/apt,50,2,18,2017-04-27,3.29,7,28
3715350,Penthouse 2 bedrooms av Louise,18813577,Inès,,Ixelles,50.81728232403171,4.3668145494465875,Entire home/apt,99,90,41,2017-01-16,1.23,4,303
4433558,Nice and Full Furnished Flat 50M2,23016406,Jessen,,Ixelles,50.835709566501386,4.369821897947699,Entire home/apt,60,1,90,2017-04-24,3.17,1,314
7202516,Studio Flagey / Fernand Cocq,16988625,Pauline,,Ixelles,50.831931905977385,4.371650555043352,Entire home/apt,37,2,1,2016-01-03,0.06,1,0
13737659,"Le Studio-Terrasse ""Le Toison d'Or""",68407699,Matteo,,Ixelles,50.835441716613175,4.357685897561279,Entire home/apt,75,2,1,2016-07-25,0.10,9,0
2041563,Cute room near Etangs d'Ixelles,10470222,Maud,,Ixelles,50.82161258542683,4.377171834883642,Private room,35,2,17,2017-01-31,0.42,1,275
7595870,Bedroom in,11703583,Valérie,,Ixelles,50.833759266806545,4.358750731873947,Private room,30,5,0,,,1,0
13830410,Large & comfortable apart. for 5 people + terraces,46073410,Roland,,Ixelles,50.81431253712477,4.387555520617329,Entire home/apt,84,5,1,2017-01-02,0.23,1,145
16295838,Splendid 2 bedrooms apartment place flagey,19427428,Adrien,,Ixelles,50.829009848806116,4.374528122555118,Entire home/apt,75,2,2,2017-04-28,2,33,328
13019051,Sunny and cosy spacious studio,28037599,Milena,,Ixelles,50.83363629109703,4.359430821451568,Entire home/apt,46,10,2,2016-07-01,0.18,2,0
11675575,2 Charming rooms near Royal Palace,5830868,Béatrice,,Ixelles,50.83769695576299,4.364650457297877,Entire home/apt,99,2,11,2017-05-08,1.38,2,50
12052423,petit appartement avec terrasse,64545445,Laurene,,Ixelles,50.82061436055453,4.383200259487943,Entire home/apt,50,2,9,2017-04-20,0.68,1,0
5089268,Cosy double room a Ixelles!,3154455,Monica,,Ixelles,50.82323296760972,4.364138379292898,Private room,32,3,33,2017-04-04,1.20,3,335
1534065,Nice room in Brussels ! :),8181140,David,,Ixelles,50.81451071040594,4.386409837152449,Private room,30,2,7,2016-09-18,0.16,1,128
6924428,Spacious room with private bathroom,36257318,Sarah,,Ixelles,50.82924234865655,4.37416045908241,Private room,80,1,1,2015-10-02,0.05,1,362
17426585,Ave Louise–Enchanting near lake side Apt–1BD1BT,7922860,Andrew,,Ixelles,50.82445377993043,4.37059871696265,Entire home/apt,75,2,2,2017-05-01,1.46,3,174
6793388,Quiet  apartment with terrace,7488555,Frédéric,,Ixelles,50.83407772575654,4.375655173784364,Entire home/apt,40,3,7,2016-08-16,0.31,1,0
14264551,Apartment with cosy garden close to the centre,51905301,Florence,,Ixelles,50.828198416008824,4.368760123856909,Shared room,22,1,11,2017-04-22,1.43,3,353
1577345,Beautiful duplex with splendid terrace in Flagey,6542143,Anne Francoise,,Ixelles,50.829075251296096,4.377368813509819,Entire home/apt,50,2,11,2017-01-22,0.35,1,315
6400319,Penthouse de Max & So,26096893,Max & So,,Ixelles,50.811986563438126,4.3903126487227295,Entire home/apt,75,4,19,2016-12-27,0.79,1,312
14330217,Petit studio sympa,44427932,Rachelle,,Ixelles,50.83206588011033,4.368436196846396,Entire home/apt,28,7,14,2017-05-04,1.75,4,299
18016651,Charming appartment in the heart of Brussels,16490727,Lucas,,Ixelles,50.8329233516123,4.369644653859439,Entire home/apt,95,1,2,2017-04-30,2,1,8
18590173,Flagey Loft with Sunny Terrace!,9678964,Megan,,Ixelles,50.82942433789511,4.371684180278264,Entire home/apt,42,7,0,,,1,73
5274718,Big double room a Ixelles!,3154455,Monica,,Ixelles,50.82140391321889,4.364964274895631,Private room,37,2,15,2016-11-01,0.59,3,335
4565589,"EU appart. in Ixelles, 1-4p,   GF1",23082521,Serenia,,Ixelles,50.83492351337677,4.370708036321017,Entire home/apt,42,3,28,2017-05-02,1.21,41,209
1993340,Appartement de charme au Châtelain,10275437,Anne,,Ixelles,50.82481409211829,4.359530648985706,Entire home/apt,100,7,0,,,1,174
10103429,"Charmant studio lumineux, Châtelain",50675097,Maxime,,Ixelles,50.82902421108156,4.359552157877484,Entire home/apt,55,30,2,2016-07-13,0.13,1,251
17378008,Large and bright renovated apartment,15264197,Nathalie,,Ixelles,50.813863003829475,4.3875696305761815,Entire home/apt,95,7,0,,,1,127
11561761,Amazing apartment Place Flagey with a big terrace,19427428,Adrien,,Ixelles,50.82941574776522,4.372799325258809,Entire home/apt,75,2,21,2017-05-08,1.68,33,316
15231812,"Lovely duplex, heart of Brussels. Ixelles",96821565,Isaac,,Ixelles,50.83170549670794,4.3713210932734015,Entire home/apt,76,2,30,2017-04-25,4.17,1,274
11152302,Como en mi casa,39004529,Clarita,,Ixelles,50.83210382696766,4.375497143003124,Entire home/apt,50,2,1,2016-03-10,0.07,2,365
8301710,Spacieux Appartement Ixelles,43763838,Justine,,Ixelles,50.827095647650324,4.367740911771357,Entire home/apt,85,1,0,,,1,0
7400715,3.5 Floor apartment with terrace,3972980,Alex,,Ixelles,50.831645191361766,4.375118743354435,Entire home/apt,95,5,2,2016-01-03,0.10,1,0
11201806,grande chambre de 20 mètres carrés,34541405,Jérémy,,Ixelles,50.82525143654488,4.376383485774431,Private room,20,1,0,,,1,0
12365056,Stylish room in City center,11750573,Kay,,Ixelles,50.83652208203877,4.358837695615715,Entire home/apt,48,1,65,2017-05-02,5.26,5,172
17296713,A Loft in the heart of Ixelles,24693047,Pierre-Gilles,,Ixelles,50.837557416317885,4.367694024120396,Entire home/apt,160,14,2,2017-04-30,1.02,3,170
16838107,"Chambre dans appartement
 spacieux et agréable",31324376,Ninon,,Ixelles,50.82067623222705,4.3783815594857804,Private room,35,1,4,2017-02-24,1.15,1,89
4763180,gracieux appartement à Bruxelles,1899310,Chiara,,Ixelles,50.835020638199786,4.3662000128924365,Private room,30,1,2,2016-11-27,0.08,1,0
15216450,Comfortable living and convenient transportation,89682094,Alex,,Ixelles,50.81951741008219,4.402697867254253,Shared room,18,1,39,2017-05-08,5.47,1,131
11317121,"Cosy studio,luxury area of Brussels",30472472,Jessica,,Ixelles,50.829324826794306,4.358708415859511,Entire home/apt,49,2,14,2017-04-21,0.96,1,161
9383800,APPARTEMENT 3 CHAMBRES LUMINEUX,28294088,Ysaline,,Ixelles,50.834598512141696,4.365811923862893,Entire home/apt,120,7,3,2016-07-15,0.18,1,0
16313894,"Studio pour 1 personne, bien situé",106615654,Yasmina,,Ixelles,50.83384735204557,4.3716807535419955,Entire home/apt,30,3,14,2017-05-01,2.98,1,311
7188498,QUIET HAVEN IN BEAUTIFUL CONTEMPORARY HOUSE,27681121,Gino,,Ixelles,50.82527168269907,4.381009017125425,Entire home/apt,85,1,114,2017-04-29,5.21,1,313
5828694,Beautiful double bedroom,17839148,Caraigh,,Ixelles,50.83753427406127,4.367537039797212,Private room,50,1,14,2016-12-23,0.56,3,281
10563690,dans le coeur du Quartier Europeen,54486286,Vito Vincenzo,,Ixelles,50.834783951275995,4.378726710359654,Private room,30,1,2,2016-01-25,0.13,1,0
10825801,Charming Duplex - Chatelain,23369766,Grégory,,Ixelles,50.8210007588024,4.3578616389843905,Entire home/apt,90,2,44,2017-05-01,2.89,1,336
4845708,Comfy 1bdr heart of BXL! 3783,5056483,Bettina,,Ixelles,50.8279732861911,4.359909673678056,Entire home/apt,121,3,1,2016-10-22,0.15,23,59
4927721,Lovely flat - Place Flagey ! ,21479909,Cédric,,Ixelles,50.82684691281383,4.3750261267506465,Entire home/apt,50,2,81,2017-04-22,2.99,7,56
864415,Luminous renovated apartment + terrace,2654837,Aurore,,Ixelles,50.83823922068591,4.36762186976588,Entire home/apt,70,1,182,2017-03-12,4.27,2,311
4583690,Beautiful Room in a pristine area,23257435,Martine,,Ixelles,50.818841755213455,4.354269672673747,Private room,45,1,3,2015-09-06,0.12,2,278
11252104,Flagey's Bright Place,9626884,Julian,,Ixelles,50.832917890479365,4.374864261147479,Entire home/apt,64,2,16,2017-03-31,1.53,28,320
17281467,Cozy room with big balcony,85332886,Jiekun,,Ixelles,50.82899819941737,4.369632593216521,Private room,25,3,5,2017-05-08,3.85,4,354
14051409,Appartement très charmant!,84273125,Laureen,,Ixelles,50.829355048606914,4.368463880525922,Entire home/apt,40,20,0,,,1,0
16265745,Room with private bathroom in big apartment,21527720,Stefano,,Ixelles,50.826517685328255,4.3800299992949165,Private room,30,2,5,2017-05-03,1.47,2,360
13595269,"new penthouse, 95M2, with terrace, Chatelain area",7782839,Cecile,,Ixelles,50.823433797666326,4.358318257643646,Entire home/apt,75,1,18,2017-05-01,1.76,2,173
4794490,Cosy apartment in Louise area,280345,Sébastien,,Ixelles,50.831838441777734,4.362240354907012,Entire home/apt,85,2,2,2015-10-03,0.07,1,0
3928870,"Lovely, Sunny Mezzanine in Ixelles",20354109,Marie,,Ixelles,50.81935355496065,4.365514674619025,Private room,30,1,0,,,1,0
5223243,Charming appartment - Chatelain,20754779,Quentin,,Ixelles,50.82581810455821,4.362056318303887,Entire home/apt,74,2,16,2016-07-03,0.61,1,312
18445186,Chambre dans très bel appartement sur Flagey,8387266,Pierre,,Ixelles,50.82764116947674,4.371692625133879,Private room,30,7,0,,,1,159
4404094,Friendly bedroom-place St Boniface,7374840,Sabine,,Ixelles,50.83472096728515,4.3668828051714765,Private room,38,1,39,2017-05-01,1.36,3,342
13349799,Cozy apartment with balcony in the best location,9482771,Tanit,,Ixelles,50.833540505692774,4.360504102582202,Entire home/apt,35,3,8,2017-03-28,0.90,1,70
5845934,Large calm luminous room in Ixelles,17499491,Marie,,Ixelles,50.833259431435145,4.369088631814398,Private room,30,3,5,2017-04-19,0.20,1,350
14753276,Amazing 2bedroom Apartment in the midst of Brussel,19427428,Adrien,,Ixelles,50.832462619109926,4.380760476966602,Entire home/apt,70,2,25,2017-05-01,3.04,33,325
16364379,Studio cosy /idéal pour une personne ou un couple!,36160046,Chloé,,Ixelles,50.82943355052306,4.380640737321498,Entire home/apt,32,2,18,2017-04-24,3.78,2,6
6468678,Bedroom for two in Bruxelles!,32525963,Marion,,Ixelles,50.81938338791389,4.379660382365667,Private room,22,1,4,2015-08-07,0.18,1,0
11908195,Nice Cosy Apartment in Ixelles,1694613,Thais,,Ixelles,50.82521401599003,4.367782038626706,Entire home/apt,80,5,0,,,1,281
8483685,Nice room in Brussels,44680155,Adrien,,Ixelles,50.828597637445576,4.370847079532761,Private room,28,2,13,2017-04-28,0.68,1,360
13991341,Large fully furnished studio,3026051,Dorothee,,Ixelles,50.83579495341245,4.357482623065756,Entire home/apt,39,20,9,2017-01-24,1.41,1,312
734372,75m2 in the center of BRUSSELS,3660283,Isabelle,,Ixelles,50.82814809044583,4.358331526496326,Entire home/apt,69,3,6,2016-11-01,0.11,3,156
7828708,An independent comfortable Room in Ixelles.,8561140,Hoda,,Ixelles,50.83201545676595,4.380126399151821,Entire home/apt,28,1,6,2016-08-19,0.59,1,0
6845728,Appartement aux Etangs Ixelles.,35871230,Benoit,,Ixelles,50.82139899133894,4.37474358798054,Private room,15,14,2,2015-09-01,0.09,1,0
11402802,TriplEx luMineux au cOEur d'IXelleS,244707,Julie,,Ixelles,50.8368138423893,4.366669409856502,Entire home/apt,100,2,1,2016-05-08,0.08,1,310
7714145,Room in Châtelain neighbourhood,40525966,Rosa Maria,,Ixelles,50.82700051665624,4.36130614973776,Private room,33,2,2,2016-12-10,0.11,1,0
3835232,Nice room in the university area!,19750290,Sara,,Ixelles,50.82238888401647,4.3873227349652115,Private room,25,2,51,2017-04-27,1.55,1,350
18516229,Very quite and cosy apartment E.U. Trone area,53756624,Estelle,,Ixelles,50.83374791580789,4.372743100420285,Entire home/apt,75,1,0,,,2,361
17987188,Super chambre 150 euros/semaine porte de namur,89980319,Marion,,Ixelles,50.83165924036634,4.371853936134033,Private room,22,1,7,2017-04-08,5.25,1,0
18560652,Beautiful appartement in Ixelles,126237170,Irène,,Ixelles,50.82614872412543,4.369409201782127,Entire home/apt,80,2,0,,,1,363
11613848,Penthouse next to the EU Commission,19427428,Adrien,,Ixelles,50.8375228846023,4.372269807282196,Entire home/apt,75,2,32,2017-05-07,2.69,33,295
5633709,"",29200061,Guigui,,Ixelles,50.81729213454842,4.366158636763313,Private room,25,10,1,2015-04-12,0.04,1,0
6223542,Yellow double room in Ixelles,4905488,Hugo,,Ixelles,50.83291298678768,4.373346285139684,Private room,48,1,20,2017-04-26,0.81,1,364
8271714,Très beau loft à Bruxelles,1689338,Michel,,Ixelles,50.83452110172343,4.36795485599689,Entire home/apt,65,90,11,2016-06-28,0.55,1,220
13662120,Nice and cosy appartment with a small garden,77629113,Estelle,,Ixelles,50.828371616886386,4.379643907754323,Entire home/apt,52,1,0,,,1,0
16374359,Nice flat in the heart of Brussels.,3858228,Clara,,Ixelles,50.832784407303265,4.3749405303253,Entire home/apt,100,2,2,2017-02-24,0.46,1,174
13613051,Double bright room in Brussels & panoramic view,6140701,Marie,,Ixelles,50.821869708499634,4.3600819744285175,Private room,40,5,1,2016-07-08,0.10,1,258
4880407,Charmant appartement Ixelles Flagey,10583262,Anne Laure,,Ixelles,50.82792719791639,4.374928790065915,Private room,41,2,7,2016-02-14,0.25,2,331
12662862,The perfect  place,5415559,Yoan,,Ixelles,50.83663661321794,4.373529744094425,Entire home/apt,99,1,19,2017-03-03,1.64,2,338
11384912,"Charming, naturally well-lit flat",59709795,Ursa,,Ixelles,50.82414090595596,4.383117039552039,Entire home/apt,50,3,9,2017-05-01,0.85,1,1
16316548,Geraldine's Room,20838720,Geraldine,,Ixelles,50.815451558758106,4.368154445075205,Entire home/apt,30,30,0,,,1,128
8714342,Chambre calme et lumineuse,42598837,Laurence,,Ixelles,50.83178210788243,4.371660134856173,Private room,32,1,73,2017-05-02,3.91,3,122
11057356,"Gallery Residence, Brussels-2BR2BT",7922860,Andrew,,Ixelles,50.82391634256863,4.371533822026727,Entire home/apt,125,2,20,2017-05-01,1.42,3,0
15268104,appartement for 1 or 2 in the center of brussels,75260990,Raphael,,Ixelles,50.82725161106666,4.359771487912007,Entire home/apt,35,1,6,2017-03-28,0.87,1,46
16464184,Appartement pour famille dans joli quartier,3339470,Annalisa,,Ixelles,50.83904045257845,4.368420610883638,Entire home/apt,99,4,2,2017-04-20,2,1,20
8337738,Flagey-Chatelain 6Om2. Big Terrace!,43949967,Nicolas,,Ixelles,50.8211468704599,4.363953774241514,Entire home/apt,55,2,20,2017-02-05,1.00,1,338
16270875,Chambre spacieuse à Flagey,106410375,Caroline,,Ixelles,50.83093219384227,4.376435693278939,Private room,80,1,0,,,1,0
9091421,Très bel appartement haussmannien,47403744,Elisabeth,,Ixelles,50.81829942485354,4.357578830432262,Entire home/apt,80,1,0,,,1,0
13595971,Cozy apartment in Ixelles (Bruxelles),36370297,Marjolijn,,Ixelles,50.815614848480784,4.367988362496682,Entire home/apt,42,8,0,,,1,0
3389894,Cosy & charming appartment Ixelles,11172032,Clémence,,Ixelles,50.818131040249085,4.353972328433472,Entire home/apt,40,1,0,,,1,0
6657258,Maison Mybar,34194358,Tom,,Ixelles,50.826734936327945,4.361888983435708,Private room,30,1,4,2016-01-02,0.17,2,0
17676848,Quartier Molière  Bascule 85 m2,120357888,Panvene,,Ixelles,50.81728676881241,4.360225521549009,Private room,55,1,9,2017-04-30,6.14,1,180
1341985,Garden Brussels Centre,3845557,Remco,,Ixelles,50.832945979847665,4.365588071835762,Entire home/apt,80,2,41,2017-05-01,0.89,1,46
3734344,Room in a nice apartment - Uccle vanderkindere,8578820,Raphaelle,,Ixelles,50.81508656767759,4.349837887353451,Private room,24,21,0,,,2,178
16349800,B&B Serpentin - DUCHESSE Double Room,107048618,Sophie,,Ixelles,50.82747196371514,4.374830216516008,Private room,70,1,1,2017-04-19,1,3,27
17594996,Sax 3-26 - IXELLES,119563798,Frédéric,,Ixelles,50.8265793940685,4.380352411233746,Entire home/apt,80,2,5,2017-05-02,3.33,1,115
2783862,"Brand-new flat, perfect location",2211668,Fabrice,,Ixelles,50.83581611511095,4.360381296914178,Entire home/apt,120,2,10,2016-12-11,0.29,2,125
11818089,Small flat between Louise & European Commission,13415871,Maryse,,Ixelles,50.83530744535217,4.365904535270475,Entire home/apt,65,1,13,2017-05-03,1.51,1,359
6881051,1 chambre dans une collocation,36056233,Axelle,,Ixelles,50.817315488326784,4.381622266242625,Private room,25,2,3,2016-06-14,0.22,1,0
6879935,LOVELY ROOM IN A COOL NEIGHBOURHOOD,16561656,Julia,,Ixelles,50.83161629079649,4.369204695957344,Private room,41,5,1,2015-07-20,0.05,1,0
5356322,Cosy lill flat in ixelles,27766461,Melanie,,Ixelles,50.82829619056936,4.3781054768099095,Entire home/apt,35,5,19,2017-04-13,0.72,1,280
15153953,Spacieux studio à 2 pas de la Place Stéphanie,96134326,José,,Ixelles,50.83360814523015,4.359273865872503,Entire home/apt,45,1,15,2017-04-27,2.12,1,95
14121792,Triplex cosy et design!,27202845,Valentine,,Ixelles,50.83035348899057,4.370758768448945,Entire home/apt,65,30,0,,,1,0
4487918,"""Tintin's loft"" - Place Flagey ",21479909,Cédric,,Ixelles,50.82779569389435,4.374327753244942,Entire home/apt,89,1,127,2017-04-23,4.24,7,24
3423050,Cozy Flat With Backyard Garden,17253839,Catherine,,Ixelles,50.828775478813135,4.371562100899359,Entire home/apt,39,7,1,2016-08-18,0.11,1,0
11107191,Uccle / Place Brugmann Room,15321203,Anne Michèle,,Ixelles,50.81496856310968,4.356351035662682,Private room,55,2,2,2016-05-14,0.16,1,310
18512923,"Brussels welcomes you Bienvenue Welkom Bienvenido,",48841438,Joshua,,Ixelles,50.834551178245256,4.371146287486447,Entire home/apt,35,2,0,,,1,350
16350260,B&B Serpentin - Sultane Triple Room,107048618,Sophie,,Ixelles,50.82872490567144,4.375842559629232,Private room,70,1,4,2017-04-04,1.14,3,26
13669591,Chambre dans grand appartement lumineux à Flagey,79499761,Marie-Charlotte,,Ixelles,50.82851610762799,4.376400940484888,Private room,22,2,1,2016-07-14,0.10,1,0
13538526,"L'Appart-Terrasse 2 ch ""Toison d'Or/Louise""",68407699,Matteo,,Ixelles,50.835962193397506,4.358555874787607,Entire home/apt,100,2,5,2016-12-29,0.75,9,0
12238271,Modern Flat -City Centre / CEE,19293722,Dorothée Et Pauline,,Ixelles,50.83875524943441,4.367014533224547,Entire home/apt,120,2,17,2017-05-05,1.42,14,63
6340078,chouette appartement 75 m,17879633,Wassil,,Ixelles,50.81243923038119,4.3908142393685345,Entire home/apt,45,12,0,,,1,0
11402748,Central and quiet flat,45746500,Wolfgang,,Ixelles,50.8325359273641,4.373636393945387,Entire home/apt,55,2,7,2017-04-24,0.51,1,66
15064125,Bedroom in a cosy duplex,3624262,Hélène,,Ixelles,50.82031497897867,4.3579715433610575,Private room,35,1,3,2017-04-27,0.41,1,351
2643209,Luxury Trendy Apartment,13532568,Grace,,Ixelles,50.83699541515277,4.364446947062001,Entire home/apt,170,5,0,,,1,358
7125066,Studio Ixelles 4 pers,17240017,Caroline,,Ixelles,50.83709223371482,4.366659113402663,Entire home/apt,80,1,23,2017-04-17,1.27,2,176
18134571,Cute & Cosy room in perfect neighbourhood,10199063,Célestine,,Ixelles,50.82708685801077,4.375414046676301,Private room,35,5,3,2017-04-27,3,1,128
5766966,Grande chambre/Big room - Flagey,7896809,Julianne,,Ixelles,50.82628919363702,4.375371261437378,Private room,50,1,0,,,1,0
13159022,Cozy & comfy room in trendy Ixelles,25781559,Angela,,Ixelles,50.82890397498423,4.38027769585068,Private room,35,2,11,2016-12-09,1.02,1,353
10035170,Cozy room in Duplex Pl. Fernand Coq,15085887,Laurent,,Ixelles,50.83304040915154,4.3676943419707674,Private room,35,1,0,,,1,0
